a,a_incidences,b,b_incidences,c,c_incidences,d,d_incidences,e,e_incidences,f,f_incidences,g,g_incidences,h,h_incidences,i,i_incidences,j,j_incidences,k,k_incidences,l,l_incidences,m,m_incidences,n,n_incidences,o,o_incidences,p,p_incidences,q,q_incidences,r,r_incidences,s,s_incidences,t,t_incidences,u,u_incidences,v,v_incidences,w,w_incidences,x,x_incidences,y,y_incidences,z,z_incidences
Alharbi,"118,378",Belyaev,"87,579",Christine,"56,572",Dagne,"59,434",Eastman,"29,100",Folorunso,"31,723",Gunda,"50,561",Hashi,"56,698",Iwan,"19,555",Jarrar,"21,075",Kaneda,"81,531",Lazarević,"35,679",Mhlongo,"129,307",Neo,"55,217",Olaru,"28,924",Paula,"49,977",Quidel,"3,173",Rivers,"59,288",Sabar,"126,829",Tari,"52,014",Ubaka,"9,471",Vaghade,"21,501",Waiwa,"20,222",Xhukellari,397,Yankova,"16,358",Zad,"14,693"
Abadi,"118,027",Bray,"87,322",Cojocaru,"55,936",Daraji,"59,285",Ekawati,"29,097",Firdous,"31,717",Guido,"50,016",Hla,"56,653",Irigoyen,"19,528",Jaberi,"20,998",Keya,"81,275",Larionov,"35,489",Mahat,"129,231",Nawar,"54,968",Olivarez,"28,889",Petre,"49,906",Qadim,"3,160",Ruth,"59,280",Sumarni,"126,774",Terang,"51,754",Ushida,"9,465",Volz,"21,360",Wahyono,"20,106",Xiruc,397,Yadamma,"16,296",Zenebework,"14,650"
Allison,"117,843",Bianco,"86,723",Colmenarez,"55,814",Daba,"59,241",El Wadai,"28,885",Ferdus,"31,612",Gogo,"49,966",Hamm,"56,329",Iwatani,"19,503",Jabali,"20,920",Kostenko,"81,024",Lundgren,"35,380",Mochizuki,"129,061",Ndubuisi,"54,854",Olorunfemi,"28,833",Patwary,"49,729",Qutab,"3,157",Rini,"59,202",Sarfraz,"126,543",Tafese,"51,723",Umap,"9,459",Vinod,"21,340",Wasi,"20,051",Xirixana,396,Yousri,"16,256",Zouhair,"14,627"
Ahira,"117,666",Boone,"86,405",Cheikh,"55,767",Dionisio,"59,214",Eta,"28,814",Fortuin,"31,579",Gün,"49,939",Heck,"56,317",Iacono,"19,498",Jeanty,"20,908",Keith,"80,997",Lacy,"35,317",Maganga,"128,832",Nakamoto,"54,800",Ochilov,"28,801",Pierson,"49,626",Quituxi,"3,155",Randolph,"59,098",Saminu,"126,429",Temam,"51,520",Umrah,"9,456",Vyan,"21,277",Whatley,"20,012",Xudayarov,396,Yuniati,"16,225",Zabeeh,"14,627"
Alimova,"116,914",Boboeva,"85,730",Cahill,"55,707",Dodson,"58,917",Elrayah,"28,691",Farrar,"31,429",Ganga,"49,894",Higuera,"56,311",Ira,"19,470",Jamshid,"20,905",Karagöz,"80,412",Loum,"35,282",Madeira,"128,692",Nestor,"54,764",Ochilova,"28,594",Poot,"49,577",Quarenta,"3,151",Regan,"59,018",Shabir,"126,234",Tumwebaze,"51,503",Uryu,"9,451",Virgen,"21,272",Wagle,"19,859",Xux,396,Yono,"16,207",Zziwa,"14,610"
Afifi,"116,825",Benites,"85,600",Coman,"55,476",Dieye,"58,821",Epieyu,"28,631",Fuseini,"30,985",Goss,"49,854",Hastings,"56,280",Ijeoma,"19,372",Jhankar,"20,895",Kambarov,"80,335",Lumbwe,"35,165",Moroz,"128,335",Ndukwe,"54,757",Okech,"28,435",Palm,"49,534",Quimbaya,"3,144",Randriamalala,"59,018",Sihombing,"126,117",Tarik,"51,485",Ustymenko,"9,450",Valluri,"21,123",Wa,"19,838",Xamba,395,Yiech,"16,134",Ziadeh,"14,571"
Abraha,"116,253",binti Othman,"85,366",Castelli,"55,469",de Siqueira,"58,767",El Saghir,"28,583",Fort,"30,815",Gafur,"49,808",Husseini,"56,230",Imagawa,"19,345",Janus,"20,887",Kenny,"80,318",Lia,"35,092",Madu,"128,281",Ndizeye,"54,715",Oldham,"28,298",Pehlivan,"49,418",Quaidoo,"3,100",Rebolledo,"58,667",Sakaguchi,"125,622",Tiamiyu,"51,259",Urquizo,"9,440",Vama,"21,086",Wilczyński,"19,817",Xagar,394,Yusufa,"15,982",Zeren,"14,469"
Altun,"115,833",Baptiste,"85,360",Chapa,"55,461",Djurayeva,"58,656",El Attar,"28,490",Firoz,"30,535",Georgiou,"49,559",Hummel,"56,066",Idir,"19,232",Jayathilake,"20,847",Kalombo,"80,010",Lovett,"35,035",Mwita,"128,223",Nininahazwe,"54,698",Otmani,"28,273",Panu,"49,236",Quant,"3,099",Rouf,"58,588",Stokes,"124,786",Thierry,"51,175",Unsworth,"9,432",Vitiello,"20,989",Wahome,"19,796",Xiirey,394,Yela,"15,947",Zidouemba,"14,449"
Ahimed,"115,602",Bosch,"85,296",Claro,"55,343",Denton,"58,630",Eichler,"28,387",Fokina,"30,491",Gamba,"49,491",Hassana,"55,582",Illanes,"19,218",Jesse,"20,838",Kasimu,"79,976",Larrea,"34,996",Murmmu,"128,177",Nahayo,"54,630",Orekhova,"28,113",Pant,"48,959",Quila,"3,093",Ramazanova,"58,265",Sadik,"124,773",Tsutsui,"51,123",Urav,"9,423",van der Veen,"20,974",Wijesundara,"19,761",Xate,393,Yankov,"15,923",Zaenudin,"14,414"
Attar,"115,540",Berrios,"84,858",Cormier,"55,258",Dasi,"58,582",Elzain,"28,317",Feze,"30,463",Ganji,"49,300",Humphreys,"55,316",Itangishaka,"19,011",Jafarpour,"20,792",Kra,"79,826",Lukombo,"34,603",Muhindo,"128,092",Najibullah,"54,583",Okunola,"27,790",Par,"48,853",Qadeane,"3,092",Ramdan,"58,224",Salunke,"124,635",Turhan,"51,054",Uni,"9,412",van Dam,"20,962",Wary,"19,692",Xobiso,393,Yogo,"15,875",Zaheri,"14,391"
Alli,"115,074",Boboev,"84,763",Coles,"55,193",Dali,"58,473",Elysee,"28,271",Fahima,"30,459",Gea,"49,209",Heinz,"55,312",Iwami,"18,995",Junge,"20,775",Kaneza,"79,609",Lastra,"34,370",McLaughlin,"127,704",Nishan,"54,414",Okumuş,"27,739",Puli,"48,735",Queralt,"3,091",Roma,"58,093",Sulastri,"124,567",Thava,"50,970",Udalova,"9,400",Vedasto,"20,930",Warburton,"19,689",Xussien,392,Yurtseven,"15,870",Zina,"14,381"
Adama,"114,834",Bukuru,"84,697",Chepngetich,"54,934",Dashti,"58,443",Engle,"28,044",Fadlalla,"30,450",Guerrier,"49,188",Hasnat,"55,312",Iyiola,"18,967",Juste,"20,717",Kiseleva,"79,544",Laib,"34,355",Muianga,"127,561",Ninsiima,"54,366",Omotoso,"27,648",Paulsen,"48,718",Qasas,"3,063",Ratna,"58,044",Siddik,"124,526",Tobin,"50,917",Ulbricht,"9,389",Vaniy,"20,896",Wilken,"19,658",Xhepi,388,Yakobo,"15,848",Zzaman,"14,372"
Abdul Razzaq,"114,791",Barlow,"84,616",Chukwuemeka,"54,824",Don,"58,442",Ezaki,"28,001",Fair,"30,385",Guru,"49,166",Hyugawa,"55,294",Isoda,"18,954",Jamdade,"20,714",Kuwar,"79,535",Laurente,"34,250",Montilla,"127,375",N'Da,"54,345",Ovsyannikov,"27,641",Padala,"48,646",Qali,"3,054",Ravelojaona,"57,786",Sankara,"124,158",Tola,"50,909",Uzodinma,"9,381",Veit,"20,793",Wiguna,"19,629",Xiexu,388,Yobouet,"15,832",Zengo,"14,368"
Azim,"114,395",Blackburn,"84,463",Constant,"54,743",Draper,"58,402",Eason,"27,917",Foy,"30,339",Gilles,"48,707",Horvath,"55,275",Isiaku,"18,938",Jerop,"20,647",Kor,"79,305",Laboni,"34,041",Makki,"127,137",Ngala,"54,293",Ortuño,"27,516",Posadas,"48,034",Quiña,"3,052",Rosso,"57,712",Shalaby,"124,044",Tatar,"50,639",Umasugi,"9,356",Vat,"20,776",Woodley,"19,627",Xiomara,388,Yurevna,"15,672",Zohaib,"14,310"
Alimov,"114,315",Badh,"84,431",Callejas,"54,737",Downey,"58,148",Endres,"27,885",Fadol,"30,303",Gharbi,"48,605",Haddadi,"55,235",Iha,"18,929",Jawa,"20,595",Kumhar,"79,170",Ladino,"34,036",Mochi,"126,191",Nwoye,"54,090",Oliphant,"27,450",Pol,"47,849",Qdh,"3,035",Rachman,"57,678",Shakoor,"123,932",Telles,"50,636",Urade,"9,339",Vickery,"20,769",Weathers,"19,625",Xhameta,387,Yazaki,"15,659",Zubaidi,"14,300"
Ariza,"114,280",Bolton,"84,400",Carrasquillo,"54,687",Donoso,"58,006",Evrard,"27,815",Farrow,"30,281",Gulati,"48,393",Huong,"55,132",Isgandarova,"18,846",Joof,"20,533",Karakaş,"78,762",Lorente,"33,960",Mitu,"125,863",Nandan,"53,958",Omoruyi,"27,361",Padavi,"47,792",Quame,"3,032",Rodionov,"57,469",Soumana,"123,366",Tot,"50,572",Uju,"9,303",Vokhidova,"20,590",Weerakkody,"19,581",Xhosa,387,Yakimenko,"15,653",Zeray,"14,275"
Abdelkader,"114,191",Bouchard,"84,342",Chunga,"54,623",Dhole,"57,964",Eckhardt,"27,738",Fayz,"30,181",Giuliani,"48,371",Hassanzadeh,"54,881",Iyamuremye,"18,777",Jebet,"20,508",Kafando,"78,116",Luthuli,"33,834",Mule,"125,749",Ndikuriyo,"53,921",Orellano,"27,215",Pasaman,"47,631",Qado,"3,026",Raziq,"57,441",Sanches,"123,271",Turk,"50,534",Utz,"9,262",Vokhidov,"20,494",Witek,"19,391",Xen,386,Yele,"15,541",Zanni,"14,261"
Abdul Latif,"114,153",Bohorquez,"84,276",Chabi,"54,504",Dangi,"57,848",Ezzati,"27,714",Firsova,"30,040",Gal,"48,259",Hadapad,"54,788",Ingham,"18,764",Jakovljević,"20,499",Kolhe,"78,100",Lebron,"33,793",Mistry,"125,481",Noe,"53,898",Ouyang,"27,201",Pico,"47,466",Quen,"3,005",Rakotonandrasana,"56,709",Sekiguchi,"122,860",Traoré,"50,429",Udovenko,"9,255",Vakhrusheva,"20,450",Wibawa,"19,370",Xefteris,385,Yakuba,"15,528",Zaracho,"14,225"
Al Najjar,"113,812",Bhabhor,"84,255",Chantal,"54,336",Dhavle,"57,662",Eba,"27,618",Fikry,"30,029",Ghale,"48,237",Hem,"54,781",Irimia,"18,696",Juliao,"20,437",Koiri,"77,918",Lechuga,"33,705",Mohamadou,"125,476",Nyo,"53,890",Offei,"27,020",Pramono,"47,335",Qeshta,"2,983",Roblero,"56,682",Sönmez,"122,751",Teronpi,"50,174",Ugaz,"9,250",van Dyk,"20,446",Wojcik,"19,356",Xylouri,384,Yigezu,"15,478",Zeidler,"14,192"
Alegre,"113,791",bin Mohamad,"84,233",Coca,"54,325",Djurayev,"57,530",En,"27,587",Fitriyani,"29,981",Gbadamosi,"48,059",Hays,"54,281",Ivković,"18,686",Jardin,"20,368",Kazungu,"77,281",Leahy,"33,681",Mohammadu,"125,014",Nzigire,"53,531",Obayashi,"26,868",Puot,"47,308",Quiche,"2,977",Rady,"56,668",Stark,"122,548",Tewolde,"50,137",Urayama,"9,250",Valls,"20,354",Wangdi,"19,324",Xanders,383,Yarosh,"15,466",Zolotov,"14,166"
Ambrosio,"113,648",Borase,"84,178",Christophe,"54,166",del Castillo,"57,468",Engelmann,"27,520",Frederico,"29,880",Goes,"47,849",Hidaka,"54,236",Ixcoy,"18,575",Johannsen,"20,344",Kummari,"77,249",Lukhele,"33,583",Mahtre,"125,010",Nabiyeva,"53,391",Ocampos,"26,860",Prosper,"47,230",Quianga,"2,970",Roxas,"56,479",Skinner,"121,508",Taya,"50,092",Utrilla,"9,245",Valens,"20,329",Walla,"19,318",Xeni,383,Yadgari,"15,465",Zidani,"14,129"
Abdulhamid,"113,644",Bullock,"84,080",Chohan,"54,032",Djire,"57,451",Epps,"27,458",Foss,"29,860",Gregg,"47,775",Hijazi,"53,349",Idemudia,"18,562",Jemale,"20,295",Kishi,"76,647",Labo,"33,505",Möller,"124,811",Nget,"53,371",Onuorah,"26,833",Pasad,"47,131",Quon,"2,970",Rathnayaka,"56,403",Sommer,"121,480",Takase,"49,809",Uchibori,"9,224",Vershinin,"20,248",Wiltshire,"19,279",Xirou,383,Yahyaoui,"15,380",Zamba,"14,063"
Adi,"113,434",Bitrus,"83,957",Castrillon,"53,931",Dunne,"57,371",Eichhorn,"27,413",Filiz,"29,816",Grady,"47,747",Hendrix,"53,193",Ivanovich,"18,524",Johannessen,"20,224",Klimova,"76,442",Lamri,"33,215",Mwila,"124,383",Nimbona,"53,366",Oteng,"26,767",Peñaranda,"47,108",Quimbundo,"2,959",Randrianarivony,"56,372",Sherman,"121,270",Tossou,"49,740",Umirzakova,"9,176",Vats,"20,225",Wakde,"19,208",Xom,382,Yakin,"15,264",Zaccaria,"14,046"
Ansah,"113,405",Bernabe,"83,762",Cummins,"53,891",de Olíveira,"57,332",Eremeeva,"27,379",Feyisa,"29,660",Ghaly,"47,732",Hajare,"53,011",Iglesia,"18,444",Jayasooriya,"20,202",Kartika,"76,278",Lung,"33,177",Misra,"124,383",Nwali,"53,317",Omata,"26,746",Puig,"47,066",Qandeel,"2,952",Rava,"56,370",Sav,"120,602",Tekam,"49,523",Ur Rashid,"9,170",Vitorio,"20,186",Warman,"19,207",Xanobe,380,Yaogo,"15,258",Zi,"13,993"
Azimov,"113,217",Benard,"83,418",Cherifi,"53,785",Daas,"57,008",El Gendy,"27,272",Falade,"29,610",Granger,"47,514",Hima,"52,937",Ikhlef,"18,348",Jutt,"20,185",Kamruzzaman,"76,047",Leye,"33,173",Madavi,"124,142",Nooruddin,"53,232",Osaka,"26,669",Phipps,"46,971",Qalandarov,"2,941",Ritu,"56,184",Salifou,"120,457",Tat,"49,468",Ube,"9,168",Vas,"19,984",Wilton,"19,198",Xotta,379,Yokomizo,"15,224",Zhunusov,"13,989"
Alvarenga,"112,331",Bey,"83,348",Cancino,"53,728",de Paz,"56,888",Elsiddig,"27,231",Forde,"29,552",Greenberg,"47,271",Hans,"52,676",Ishige,"18,306",Jayasekera,"20,183",Kawabata,"75,956",Lemieux,"33,102",Munguambe,"123,901",Nigam,"53,034",Odaka,"26,634",Patrício,"46,875",Quilty,"2,935",Raslan,"56,070",Saint,"120,305",Tarazona,"49,387",Upshaw,"9,152",Vidhate,"19,849",Warni,"19,171",Xao,378,Yasue,"15,160",Zambo,"13,985"
Abramova,"111,839",Belayneh,"83,216",Cristea,"53,718",Dora,"56,705",Esenov,"27,226",Fornah,"29,402",Gugulotu,"46,976",Horner,"52,569",Ihemba,"18,278",Joarder,"20,121",Kazembe,"75,672",Lokuli,"32,918",Malone,"123,854",Ngola,"52,991",Okeyo,"26,401",Porfirio,"46,730",Quashigah,"2,932",Rasphone,"55,950",Sabi,"120,139",Temple,"49,385",Uppula,"9,150",Villota,"19,832",Willingham,"19,166",Xenikakis,378,Yirgedu,"15,132",Zaakir,"13,981"
Anggraini,"110,188",Blackwell,"83,107",Courtney,"53,205",da Penha,"56,276",Etalem,"27,207",Fok,"29,320",Gusmao,"46,946",Hayashida,"52,559",Ishaque,"18,192",Jisi,"20,101",Kinda,"75,448",Lien,"32,885",Marrero,"123,556",Narain,"52,937",Olofsson,"26,359",Porgo,"46,672",Quenguan,"2,926",Rakotondrabe,"55,934",Salimi,"120,078",Tezuka,"49,331",Urushibara,"9,122",Villafranca,"19,810",Wahlang,"19,119",Xalilli,375,Yigzaw,"15,126",Zaborowski,"13,969"
Abdullaeva,"110,137",Bonnet,"82,958",Coly,"53,172",Deschamps,"56,205",Eltoum,"27,136",Fayyaz,"29,274",Gregoire,"46,932",Hoff,"52,371",Imre,"17,986",Joram,"20,044",Krämer,"75,183",Lessard,"32,782",Makhmudov,"123,191",Nze,"52,869",Olan,"26,258",Persaud,"46,623",Quebral,"2,918",Rakotomamonjy,"55,928",Sembiring,"120,060",Thiombiano,"49,284",Usmanu,"9,118",Varnwal,"19,788",Whipple,"19,105",Xhantibe,375,Yurev,"15,080",Zahida,"13,930"
Abarca,"110,099",Basso,"82,949",Catalano,"53,146",Dourado,"56,118",Edison,"27,093",Farman,"29,130",Grimaldi,"46,862",Happy,"52,365",Isogai,"17,983",Jambhulkar,"20,021",Kum,"75,156",Lucien,"32,740",Manrique,"122,816",Ndaya,"52,824",Ogbe,"26,248",Pathammavong,"46,440",Qashar,"2,903",Roe,"55,836",Simões,"119,564",Timana,"48,956",Uzawa,"9,097",Virgilio,"19,713",Widia,"19,057",Xanthakos,367,Yamaura,"14,989",Zarina,"13,913"
Atkins,"110,028",Blum,"82,947",Cuamba,"53,138",Dadzie,"55,988",El Kutby,"27,077",Fernández,"28,934",Gudeta,"46,809",Hatfield,"52,160",Ibarguen,"17,817",Jooste,"19,980",Kalisa,"75,127",Laban,"32,645",Moumouni,"122,735",Nigist,"52,801",Oyugi,"26,212",Pote,"46,429",Qobalia,"2,903",Rezk,"55,614",Simão,"119,543",Tau,"48,900",Uzan,"9,068",Vörös,"19,662",Wach,"19,030",Xhakana,366,Yemisrach,"14,974",Zamin,"13,877"
Azimova,"109,702",Bhise,"82,898",Cash,"53,111",Doria,"55,612",Eslami,"27,030",Ferreras,"28,928",Glob,"46,782",Haciyeva,"52,049",Ilias,"17,744",Jehanzaib,"19,977",Kayode,"74,556",Lukin,"32,639",Mosa,"122,258",Nani,"52,771",Osanai,"26,139",Pat,"46,356",Quemener,"2,900",Reta,"55,540",Swanson,"119,433",Trevisan,"48,841",Unwin,"9,020",Vaillancourt,"19,576",Widiyanto,"18,963",Xopa,366,Yashima,"14,935",Zemba,"13,798"
Alfredo,"109,343",Brizuela,"82,839",Carver,"52,897",Deori,"55,571",El Zayyoud,"26,981",Fedoseeva,"28,870",Granda,"46,705",Harianto,"51,646",Inamadar,"17,737",Jokhio,"19,904",Komarov,"74,264",Loukou,"32,626",Mansilla,"122,212",Narvade,"52,384",Oshita,"26,138",Popp,"46,331",Quistian,"2,891",Rus,"55,500",Suman,"118,908",Taveras,"48,629",Undi,"9,008",Varade,"19,544",Wellman,"18,875",Xarepe,365,Yifru,"14,903",Zidi,"13,738"
Albornoz,"109,070",Bashiru,"82,554",Chomba,"52,778",Dhlamini,"55,533",Ehrlich,"26,976",Fauzan,"28,766",Gonda,"46,639",Humphries,"51,562",Ionova,"17,681",Jabin,"19,893",Kravchuk,"74,132",Lami,"32,492",Mridha,"122,136",Nge,"52,265",Olanipekun,"26,097",Prata,"46,172",Quayyum,"2,890",Rizzi,"55,270",Sundar,"118,898",Tsvetkov,"48,599",Umesaki,"9,000",Vadar,"19,503",Westfall,"18,869",Xavier Lima,365,Yoc,"14,886",Zaqueu,"13,731"
Aleksandrov,"109,032",Bhutia,"82,334",Casco,"52,701",Dhotre,"55,405",Esteve,"26,945",Ferreira dos Santos,"28,758",Gudiño,"46,615",Helms,"51,546",Invernizzi,"17,640",Jolley,"19,827",Kapur,"73,965",Lessa,"32,457",Masood,"121,844",Ngonyani,"51,948",O'Neil,"25,898",Preda,"46,021",Quluzadeh,"2,884",Ruggiero,"55,242",Sidorov,"118,116",Tokarev,"48,552",Uro,"8,987",Vilane,"19,503",Wijesuriya,"18,773",Xavier do Nascimento,364,Yeko,"14,885",Zahraoui,"13,723"
Abdul Ghani,"109,007",Bayo,"81,954",Carrero,"52,321",Diehl,"55,114",Eubanks,"26,936",Fiori,"28,748",Goncalves,"46,545",Hiramatsu,"51,536",Izotov,"17,354",Jima,"19,826",Kehinde,"73,846",Leta,"32,451",Mercier,"121,502",Nusrat,"51,809",Obukhova,"25,873",Pappas,"45,994",Quebec,"2,865",Randrianarimanana,"55,147",Slimani,"118,115",Tika,"48,383",Ukoh,"8,886",Vasu,"19,500",Whiteman,"18,745",Xamlashe,363,Yamabe,"14,833",Zimam,"13,719"
Alalah,"108,741",Bouziane,"81,887",Cornelio,"52,092",Downing,"54,964",Eklund,"26,911",Farghaly,"28,655",Ghannam,"46,514",Hester,"51,483",Irianto,"17,310",Jeruto,"19,804",Kalla,"73,628",Lohmann,"32,410",Mura,"121,460",Nakum,"51,804",Or,"25,719",Pandi,"45,965",Qasir,"2,851",Razo,"55,103",Sintayehu,"117,872",Tolba,"48,369",Upadhya,"8,884",Valadares,"19,451",Westermann,"18,734",Xasayeva,362,Yonetani,"14,812",Zayat,"13,711"
Ayodele,"108,696",Batool,"81,281",Champion,"51,847",Doroshenko,"54,885",Edah,"26,855",Fadaei,"28,655",Grosso,"46,503",Hau,"51,479",Ismagilova,"17,307",Jiyane,"19,768",Kurokawa,"73,289",Lister,"32,356",Mvula,"121,456",New,"51,685",Obonyo,"25,711",Probst,"45,828",Qorri,"2,840",Rina,"54,722",Shehbaz,"117,760",Taşçi,"48,335",Uranga,"8,869",Vasan,"19,388",Wilkens,"18,694",Xinaxtle,361,Yudi,"14,715",Zamal,"13,616"
Asen,"108,686",Basher,"81,180",Chandar,"51,607",dos Passos,"54,679",Enoch,"26,851",Faramarzi,"28,600",Grishin,"46,500",Hakimi,"51,436",Ismanto,"17,279",Jepchumba,"19,700",Kafi,"73,237",Longoria,"32,344",Miyata,"121,343",Naj,"51,661",Orth,"25,673",Pong,"45,723",Quibuyen,"2,831",Rozario,"54,271",Semenov,"117,605",Thiaw,"47,915",Umbarkar,"8,844",Vasylev,"19,388",Welker,"18,670",XuXie,361,Yamaji,"14,698",Zeca,"13,583"
Adewale,"108,543",Badillo,"81,093",Cerezo,"51,598",Dorji,"54,640",Esha,"26,806",Fati,"28,556",Gebrehiwot,"46,389",Harman,"51,357",Ishioka,"17,235",Jamwal,"19,635",Kemboi,"73,117",Lumbu,"32,229",Mittal,"121,226",Njovu,"51,430",Ovsyannikova,"25,633",Pryor,"45,677",Quinet,"2,808",Rooney,"54,103",Suan,"117,418",Thibault,"47,876",Urbanski,"8,809",Velo,"19,299",Westwood,"18,619",Xhanari,359,Yalemwork,"14,649",Zergaw,"13,563"
Azizov,"108,429",Bakker,"81,091",Claudino,"51,508",Demekech,"54,573",Elsa,"26,798",Fadtare,"28,525",Germano,"46,352",Hollis,"51,348",Isgandarov,"17,217",Juanda,"19,614",Khairi,"73,063",Lacombe,"32,222",Mahgoub,"121,173",Nhlapo,"51,400",Onoe,"25,544",Parr,"45,564",Qazafi,"2,792",Rajut,"54,090",Shoji,"116,963",Tolojanahary,"47,734",Urakov,"8,783",Vichare,"19,224",Wiyual,"18,594",Xayiya,358,Yeter,"14,617",Zarroug,"13,542"
Anggraeni,"108,302",Belal,"81,088",Cassiano,"51,381",Deguchi,"54,524",Elemam,"26,503",Fehr,"28,380",Gite,"46,244",Hussan,"50,974",Itodo,"17,198",Janet,"19,539",Kadu,"72,994",Loy,"32,104",Munezero,"120,075",Nata,"51,368",Odoom,"25,509",Pane,"45,264",Qorane,"2,789",Roshdy,"54,070",Saxena,"116,768",Tawiah,"47,554",Udara,"8,751",Vigano,"19,217",Wyman,"18,535",Xincaxtle,357,Yoosuf,"14,613",Zamarron,"13,515"
Al-Qadi,"108,249",Bakhtiari,"80,933",Cristina,"51,307",Durdyeva,"54,491",Epalanga,"26,378",Felton,"28,177",Gure,"46,065",Hastuti,"50,969",Idani,"17,185",Jetti,"19,505",Khalilov,"72,946",Luciani,"32,103",Marcelino,"119,825",Nabiyev,"51,206",Obodo,"25,435",Parsa,"45,213",Quichca,"2,778",Rossetti,"53,682",Sinclair,"116,589",Teoh,"47,526",Uresti,"8,729",Vishnyakova,"19,147",Winkel,"18,535",Xil,356,Yarar,"14,575",Zougmore,"13,514"
Assi,"107,825",Baird,"80,907",Camp,"51,169",Doran,"54,422",Ependi,"26,133",Farsi,"27,930",Garibay,"46,049",Hayatullah,"50,917",Ibraahim,"17,142",Jondhale,"19,501",Kovalyova,"72,937",Lemay,"32,024",Minami,"119,813",Nyok,"51,070",Ogunlade,"25,427",Piñero,"45,136",Quenaya,"2,765",Redman,"52,948",Shinohara,"115,569",Tahri,"47,463",Urgessa,"8,723",Vallet,"19,143",Weerasooriya,"18,459",Xanthoulis,355,Yushchenko,"14,563",Zachariah,"13,513"
Amano,"107,476",Bogalech,"80,652",Cejas,"51,127",Dunbar,"54,368",Erdal,"26,081",Fleischmann,"27,924",Gerges,"45,972",Hasib,"50,706",Itaya,"17,113",Jhon,"19,492",Kombe,"72,895",Lombe,"31,985",Mutlu,"119,696",Ninomiya,"50,782",Ossa,"25,364",Phillip,"44,971",Quengue,"2,763",Rieger,"52,646",Sebastiao,"115,391",Terrell,"47,380",Usanase,"8,721",Villas,"19,135",Wafi,"18,453",Xeyrullayeva,355,Yusnita,"14,557",Zahro,"13,441"
Amponsah,"106,863",Bagvan,"80,604",Custódio,"51,059",Dowling,"54,241",Enamorado,"26,050",Fondo,"27,850",Gosselin,"45,968",Handoko,"50,532",Inno,"17,095",Jam,"19,173",Kibria,"72,704",Lupo,"31,979",Mazibuko,"119,533",Nijimbere,"50,568",Ongoiba,"25,354",Pozzi,"44,871",Quisenberry,"2,758",Redi,"52,505",Subba,"115,297",Tama,"47,056",Uwimpuhwe,"8,712",Varali,"19,124",Wawa,"18,450",Xametshata,354,Yousefpour,"14,539",Zarubina,"13,431"
Abdulkarim,"106,362",Berrada,"80,244",Ceja,"51,036",Durdyev,"54,209",Ehsani,"26,027",Frantz,"27,700",Ganrai,"45,880",Hajizadeh,"50,509",Ihejirika,"17,065",Jeddah,"19,161",Khaldi,"72,692",Louissaint,"31,946",Mbuya,"118,708",Negri,"50,432",Ouendeno,"25,314",Prikhodko,"44,866",Qayad,"2,754",Rodrigue,"52,468",Sweeney,"114,391",Tabor,"47,035",Urakova,"8,710",Villamayor,"19,088",Widayanti,"18,426",Xharra,354,Yaghi,"14,538",Zanatta,"13,407"
Aydemir,"106,162",Bair,"80,166",Carpentier,"50,958",de Santis,"54,203",Emakaila,"26,026",Fawcett,"27,623",Gomes da Silva,"45,878",Haciyev,"50,357",Iyama,"17,051",Juanga,"19,109",Kun,"72,612",Latreche,"31,916",Matveev,"118,249",Nuruzzaman,"50,341",Olotu,"25,272",Paim,"44,834",Qasam,"2,743",Rahmah,"52,420",Safitri,"114,015",Tsuruta,"47,027",Ursua,"8,661",Varlamova,"19,065",Wardle,"18,357",Xifre,354,Yagual,"14,513",Zaiats,"13,404"
Asadullah,"106,143",binti Mohamad,"79,867",Cheptoo,"50,845",Dharua,"54,008",Emu,"26,012",Fontalvo,"27,577",Guarino,"45,851",Hanafy,"50,011",Id,"16,963",Janda,"19,105",Khedkar,"72,556",Lapina,"31,840",Mulumba,"118,223",Nepomuceno,"50,323",Ouazzani,"25,266",Pura,"44,707",Queme,"2,719",Rupa,"52,416",Short,"113,655",Tiago,"46,566",Udeme,"8,626",Vasudevan,"19,040",Wijesooriya,"18,323",Xudayarova,353,Yenealem,"14,496",Zhidkov,"13,393"
Adeyemo,"105,782",Benaissa,"79,866",Choo,"50,835",Degu,"53,937",El Momamed,"25,870",Fathallah,"27,429",Gasmi,"45,598",Hafsa,"49,945",Igorevich,"16,943",Juthi,"19,065",Khokhar,"72,406",Letsoalo,"31,830",Mehata,"118,088",Niyibizi,"50,094",Okajima,"25,253",Prasanna,"44,379",Quindoza,"2,718",Rasoanandrasana,"52,399",Svensson,"113,601",Tusiime,"46,528",Ubilla,"8,615",Vandyke,"19,030",Woldemichael,"18,284",Xwatsal,353,Yaşa,"14,411",Zay,"13,392"
Akinola,"105,365",Banak,"79,722",Cheong,"50,738",Drummond,"53,556",Elwan,"25,845",Forman,"27,403",Guwala,"45,585",Haller,"49,795",Inoyatova,"16,930",Jarad,"19,051",Keshavarz,"72,069",Lundy,"31,827",Manalo,"117,718",Nishat,"49,929",Oussou,"25,145",Peace,"44,316",Quindao,"2,692",Rebelo,"52,022",Sande,"113,280",Tushar,"46,487",Usang,"8,607",Viviane,"18,981",Witherspoon,"18,283",Xasayev,352,Yerramsetty,"14,408",Zhumanov,"13,364"
